2018-06-05 12:31:14 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:65269]
2018-06-05 12:31:14 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 12:31:54 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:33:54 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:35:51 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:36:13 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 12:36:13 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 12:36:13 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-05 12:36:13 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-05 12:43:58 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:49430]
2018-06-05 12:43:58 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:43:58 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:read tcp 127.0.0.1:62310->127.0.0.1:49430: read: connection reset by peer
2018-06-05 12:43:58 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-06-05 12:43:58 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-06-05 12:43:58 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:49431]
2018-06-05 12:43:59 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 12:43:59 	 [ INFO] 	 <auth_handle.go:28>  	 repeat login
2018-06-05 12:44:19 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 12:44:19 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 12:44:19 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-05 12:44:19 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-05 12:44:21 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:49433]
2018-06-05 12:44:21 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 12:44:25 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:45:49 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:58146]
2018-06-05 12:45:49 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 12:46:26 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:47:51 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:48:23 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:49:07 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 12:49:07 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 12:49:07 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-05 12:49:07 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-05 12:49:20 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:58166]
2018-06-05 12:49:20 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 12:50:26 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:51:23 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:51:29 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 12:51:29 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 12:51:29 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-05 12:51:29 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-05 12:51:39 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:58186]
2018-06-05 12:51:39 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 12:52:24 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:53:39 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 12:53:39 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 12:53:39 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-05 12:53:39 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-05 12:54:26 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:56:23 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 12:58:24 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:00:25 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:02:23 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:04:23 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:04:50 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 13:04:50 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 13:04:50 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-05 13:04:50 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-05 13:05:23 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:50516]
2018-06-05 13:05:23 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 13:07:26 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:09:26 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:11:14 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 13:11:14 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 13:11:14 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-05 13:11:14 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-05 13:11:22 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:50604]
2018-06-05 13:11:22 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 13:13:24 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:15:22 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:17:22 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:18:02 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 13:18:02 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 13:18:02 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-05 13:18:02 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-05 13:18:09 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:50806]
2018-06-05 13:18:09 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 13:18:22 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-05 13:18:23 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-05 13:18:23 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-05 13:18:23 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-05 13:20:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:21:08 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 13:21:08 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 13:21:08 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-05 13:21:08 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-05 13:21:16 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:51004]
2018-06-05 13:21:16 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 13:23:18 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:23:38 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 13:23:38 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 13:23:38 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-05 13:23:38 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-05 13:23:46 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:51059]
2018-06-05 13:23:46 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 13:24:20 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 13:24:20 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 13:24:20 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-05 13:24:20 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-05 13:24:36 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:51104]
2018-06-05 13:24:36 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 13:26:36 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:26:59 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-05 13:26:59 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-05 13:26:59 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-05 13:26:59 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-05 13:27:10 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:51207]
2018-06-05 13:27:10 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-05 13:29:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:31:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:33:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:35:11 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:37:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:39:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:41:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:43:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:45:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:47:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:49:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:51:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:53:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:55:11 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:57:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 13:59:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:01:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:03:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:05:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:07:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:09:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:11:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:13:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:15:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:17:12 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:19:10 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-05 14:21:11 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
