2018-06-27 00:34:01 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.82:59652]
2018-06-27 00:34:01 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-27 00:34:29 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-27 00:34:29 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-27 00:34:29 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-27 00:34:29 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-27 01:15:57 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:52213]
2018-06-27 01:15:57 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 4
2018-06-27 01:15:57 	 [DEBUG] 	 <client_im.go:107>  	 offline msg :sender:10002,receiver:10001,timestamp:1530027154,msgId:1870,body:{"ack_msgId":1869,"ack_uuid":"BFB1D296-BCD2-4F87-8E76-10154B1EEEE7","receiver_id":"","sender_id":"80d07eb7-09d5-4332-aa4d-01990a291dfd","sequeneceId":0,"status":2,"type":20,"uuid":"782B7753-C37B-46C0-9D49-C5A609AAD94C"}
2018-06-27 01:15:57 	 [DEBUG] 	 <client_im.go:107>  	 offline msg :sender:10002,receiver:10001,timestamp:1530027242,msgId:1871,body:{"content":"嗨","receiver_id":"d5f75fbc-4f64-4f78-b320-2ca770847800","sender_id":"80d07eb7-09d5-4332-aa4d-01990a291dfd","type":1,"uuid":"774FB30C-D71F-4DC0-A42D-5F6FC08206BE"}
2018-06-27 01:15:57 	 [DEBUG] 	 <client_im.go:107>  	 offline msg :sender:10002,receiver:10001,timestamp:1530027266,msgId:1872,body:{"content":"conversationUnreadCountChanged","receiver_id":"d5f75fbc-4f64-4f78-b320-2ca770847800","sender_id":"80d07eb7-09d5-4332-aa4d-01990a291dfd","type":1,"uuid":"45FE55DB-3CBF-4422-A529-115166AD204A"}
