2018-05-26 13:04:17 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:52836]
2018-05-26 13:05:21 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-05-26 13:05:21 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-05-26 13:05:21 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-05-26 13:05:21 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-05-26 13:05:58 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:52842]
2018-05-26 13:06:20 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-05-26 13:07:03 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-05-26 13:07:03 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-05-26 13:07:03 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-05-26 13:07:03 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-05-26 13:35:45 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:52881]
2018-05-26 13:36:00 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.82:61484]
2018-05-26 13:36:15 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-05-26 13:36:16 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-05-26 13:36:16 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-05-26 13:36:16 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
