2018-06-24 02:56:33 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:59947]
2018-06-24 02:56:33 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-24 02:57:13 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-24 02:57:13 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-24 02:57:13 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-24 02:57:13 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-24 02:57:26 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:60003]
2018-06-24 02:57:26 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-24 02:57:33 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-24 02:57:33 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-24 02:57:33 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-24 02:57:33 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-24 02:57:39 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:60054]
2018-06-24 02:57:39 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-24 02:58:43 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-24 02:58:43 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-24 02:58:43 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-24 02:58:43 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-24 02:59:00 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:60108]
2018-06-24 02:59:00 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-24 03:00:06 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-24 03:00:06 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-24 03:00:06 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-24 03:00:06 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-24 03:00:12 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:60160]
2018-06-24 03:00:12 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-24 03:01:16 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-24 03:01:16 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-24 03:01:16 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-24 03:01:16 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-24 03:02:33 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:60310]
2018-06-24 03:02:33 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-24 03:05:53 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-24 03:05:53 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-24 03:05:53 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-24 03:05:53 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-24 03:06:29 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:60387]
2018-06-24 03:06:29 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-24 03:06:30 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-24 03:06:30 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-24 03:06:30 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-24 03:06:30 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-24 03:06:30 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:60388]
2018-06-24 03:06:30 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-24 03:07:03 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-24 03:07:03 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-24 03:07:03 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-24 03:07:03 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-24 03:07:58 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:60441]
2018-06-24 03:07:58 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-24 03:07:59 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-24 03:07:59 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-24 03:07:59 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-24 03:07:59 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-24 03:08:19 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:60509]
2018-06-24 03:08:22 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-24 03:08:22 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-24 03:08:22 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
