2018-05-22 10:27:00 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:51916]
2018-05-22 10:28:45 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-05-22 10:30:45 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-05-22 10:32:45 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-05-22 10:34:45 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-05-22 10:36:47 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-05-22 10:38:47 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-05-22 10:40:45 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-05-22 10:42:45 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-05-22 10:43:39 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-05-22 10:43:39 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-05-22 10:43:39 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-05-22 10:43:39 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-05-22 10:46:13 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:50500]
2018-05-22 10:46:14 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-05-22 10:46:14 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-05-22 10:46:14 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-05-22 10:46:14 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-05-22 10:46:25 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:50501]
2018-05-22 10:46:47 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-05-22 10:46:47 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-05-22 10:46:47 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-05-22 10:46:47 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-05-22 10:47:00 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:50502]
2018-05-22 10:47:00 	 [DEBUG] 	 <client_im.go:98>  	 offline msg :sender:10002,receiver:10002,timestamp:1526957202,msgId:10531,body:{"type":1,"uuid":"DFBBC0BF-F7F4-4564-B194-6D4E68686DC7"}
2018-05-22 10:47:01 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-05-22 10:47:01 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-05-22 10:47:01 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
