2018-05-06 01:16:15 	 [ INFO] 	 <main.go:38>  	 *********************************************
2018-05-06 01:16:15 	 [ INFO] 	 <main.go:39>  	            系统:[IM]版本:[1.0]
2018-05-06 01:16:15 	 [ INFO] 	 <main.go:40>  	 *********************************************
2018-05-06 01:16:15 	 [ INFO] 	 <config.go:70>  	 db:root:root@tcp(127.0.0.1:3306)/gim?parseTime=true&charset=utf8
2018-05-06 01:16:15 	 [ INFO] 	 <config.go:80>  	 连接数据库成功
2018-05-06 01:16:15 	 [ INFO] 	 <httpserver.go:18>  	 Http服务器启动中...
2018-05-06 01:16:15 	 [ INFO] 	 <httpserver.go:22>  	 Http服务器开始监听[9002]端口
2018-05-06 01:16:15 	 [ INFO] 	 <httpserver.go:23>  	 *********************************************
2018-05-06 07:02:16 	 [ INFO] 	 <main.go:38>  	 *********************************************
2018-05-06 07:02:16 	 [ INFO] 	 <main.go:39>  	            系统:[IM]版本:[1.0]
2018-05-06 07:02:16 	 [ INFO] 	 <main.go:40>  	 *********************************************
2018-05-06 07:02:16 	 [ INFO] 	 <config.go:70>  	 db:root:root@tcp(127.0.0.1:3306)/gim?parseTime=true&charset=utf8
2018-05-06 07:02:16 	 [ INFO] 	 <config.go:80>  	 连接数据库成功
2018-05-06 07:02:16 	 [ INFO] 	 <httpserver.go:18>  	 Http服务器启动中...
2018-05-06 07:02:16 	 [ INFO] 	 <httpserver.go:22>  	 Http服务器开始监听[9002]端口
2018-05-06 07:02:16 	 [ INFO] 	 <httpserver.go:23>  	 *********************************************
2018-05-06 07:23:40 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:64048]
2018-05-06 07:23:40 	 [ INFO] 	 <protocol.go:141>  	 buff read error:default server codec header length error
2018-05-06 07:23:40 	 [DEBUG] 	 <client.go:145>  	 close client:0, 
2018-05-06 07:23:40 	 [ WARN] 	 <client.go:58>  	 can't find app route
2018-05-06 07:23:40 	 [DEBUG] 	 <client.go:110>  	 client:  socket closed
2018-05-06 07:23:40 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:64049]
2018-05-06 07:23:40 	 [ INFO] 	 <protocol.go:141>  	 buff read error:default server codec header length error
2018-05-06 07:23:40 	 [DEBUG] 	 <client.go:145>  	 close client:0, 
2018-05-06 07:23:40 	 [ WARN] 	 <client.go:58>  	 can't find app route
2018-05-06 07:23:40 	 [DEBUG] 	 <client.go:110>  	 client:  socket closed
2018-05-06 07:23:40 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:64050]
2018-05-06 07:23:40 	 [ INFO] 	 <protocol.go:141>  	 buff read error:default server codec header length error
2018-05-06 07:23:40 	 [DEBUG] 	 <client.go:145>  	 close client:0, 
2018-05-06 07:23:40 	 [ WARN] 	 <client.go:58>  	 can't find app route
2018-05-06 07:23:40 	 [DEBUG] 	 <client.go:110>  	 client:  socket closed
2018-05-06 07:24:02 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:64071]
2018-05-06 07:24:02 	 [ INFO] 	 <protocol.go:141>  	 buff read error:default server codec header length error
2018-05-06 07:24:02 	 [DEBUG] 	 <client.go:145>  	 close client:0, 
2018-05-06 07:24:02 	 [ WARN] 	 <client.go:58>  	 can't find app route
2018-05-06 07:24:02 	 [DEBUG] 	 <client.go:110>  	 client:  socket closed
2018-05-06 07:24:02 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:64072]
2018-05-06 07:24:02 	 [ INFO] 	 <protocol.go:141>  	 buff read error:default server codec header length error
2018-05-06 07:24:02 	 [DEBUG] 	 <client.go:145>  	 close client:0, 
2018-05-06 07:24:02 	 [ WARN] 	 <client.go:58>  	 can't find app route
2018-05-06 07:24:02 	 [DEBUG] 	 <client.go:110>  	 client:  socket closed
2018-05-06 07:24:02 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:64074]
2018-05-06 07:24:02 	 [ INFO] 	 <protocol.go:141>  	 buff read error:default server codec header length error
2018-05-06 07:24:02 	 [DEBUG] 	 <client.go:145>  	 close client:0, 
2018-05-06 07:24:02 	 [ WARN] 	 <client.go:58>  	 can't find app route
2018-05-06 07:24:02 	 [DEBUG] 	 <client.go:110>  	 client:  socket closed
