2018-06-28 04:30:49 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.82:49370]
2018-06-28 04:30:49 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-28 04:31:53 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-28 04:31:53 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-28 04:31:53 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-28 04:31:53 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-28 04:32:44 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.82:49408]
2018-06-28 04:32:44 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-28 04:33:33 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-28 04:33:33 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-28 04:33:33 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-28 04:33:33 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-28 04:33:55 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.82:49441]
2018-06-28 04:33:55 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-28 04:34:08 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-28 04:34:08 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-28 04:34:08 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-28 04:34:08 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-28 04:35:03 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.82:49487]
2018-06-28 04:35:03 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-28 04:35:15 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-28 04:35:15 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-28 04:35:15 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-28 04:35:15 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-28 04:35:52 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.82:49526]
2018-06-28 04:35:52 	 [DEBUG] 	 <client_im.go:91>  	 offlineMsg count 0
2018-06-28 04:37:53 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-28 04:39:54 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-28 04:39:57 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-28 04:39:57 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-28 04:39:57 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
