2018-05-10 07:30:46 	 [ INFO] 	 <main.go:38>  	 *********************************************
2018-05-10 07:30:46 	 [ INFO] 	 <main.go:39>  	            系统:[IM]版本:[1.0]
2018-05-10 07:30:46 	 [ INFO] 	 <main.go:40>  	 *********************************************
2018-05-10 07:30:46 	 [ INFO] 	 <config.go:70>  	 db:root:root@tcp(127.0.0.1:3306)/gim?parseTime=true&charset=utf8
2018-05-10 07:30:46 	 [ INFO] 	 <config.go:80>  	 连接数据库成功
2018-05-10 07:30:46 	 [ INFO] 	 <httpserver.go:18>  	 Http服务器启动中...
2018-05-10 07:30:46 	 [ INFO] 	 <httpserver.go:22>  	 Http服务器开始监听[9002]端口
2018-05-10 07:30:46 	 [ INFO] 	 <httpserver.go:23>  	 *********************************************
2018-05-10 07:31:05 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:58110]
2018-05-10 07:31:50 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:EOF
2018-05-10 07:31:50 	 [DEBUG] 	 <client.go:81>  	 EOFconnect offline
2018-05-10 07:31:50 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-05-10 07:31:50 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-05-10 07:31:57 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:58119]
2018-05-10 07:32:25 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:EOF
2018-05-10 07:32:25 	 [DEBUG] 	 <client.go:81>  	 EOFconnect offline
2018-05-10 07:32:25 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-05-10 07:32:25 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-05-10 07:32:34 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:58126]
2018-05-10 07:38:35 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:read tcp 127.0.0.1:62310->127.0.0.1:58126: i/o timeout
2018-05-10 07:38:35 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-05-10 07:38:35 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-05-10 08:23:15 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:59486]
2018-05-10 08:23:20 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-05-10 08:29:20 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:read tcp 127.0.0.1:62310->127.0.0.1:59486: i/o timeout
2018-05-10 08:29:20 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-05-10 08:29:20 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-05-10 10:13:24 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:62544]
2018-05-10 10:15:50 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:EOF
2018-05-10 10:15:50 	 [DEBUG] 	 <client.go:81>  	 EOFconnect offline
2018-05-10 10:15:50 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-05-10 10:15:50 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-05-10 10:16:33 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:62594]
2018-05-10 10:17:03 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:EOF
2018-05-10 10:17:03 	 [DEBUG] 	 <client.go:81>  	 EOFconnect offline
2018-05-10 10:17:03 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-05-10 10:17:03 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-05-10 10:17:41 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:62633]
2018-05-10 10:19:27 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:EOF
2018-05-10 10:19:27 	 [DEBUG] 	 <client.go:81>  	 EOFconnect offline
2018-05-10 10:19:27 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-05-10 10:19:27 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-05-10 10:19:35 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:62702]
2018-05-10 10:19:52 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:EOF
2018-05-10 10:19:52 	 [DEBUG] 	 <client.go:81>  	 EOFconnect offline
2018-05-10 10:19:52 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-05-10 10:19:52 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-05-10 10:19:58 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:62706]
2018-05-10 10:26:18 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:read tcp 127.0.0.1:62310->127.0.0.1:62706: i/o timeout
2018-05-10 10:26:18 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-05-10 10:26:18 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-05-10 10:37:21 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:63104]
2018-05-10 10:37:36 	 [ INFO] 	 <main.go:38>  	 *********************************************
2018-05-10 10:37:36 	 [ INFO] 	 <main.go:39>  	            系统:[IM]版本:[1.0]
2018-05-10 10:37:36 	 [ INFO] 	 <main.go:40>  	 *********************************************
2018-05-10 10:37:36 	 [ INFO] 	 <config.go:70>  	 db:root:root@tcp(127.0.0.1:3306)/gim?parseTime=true&charset=utf8
2018-05-10 10:37:36 	 [ INFO] 	 <config.go:80>  	 连接数据库成功
2018-05-10 10:37:36 	 [ INFO] 	 <httpserver.go:18>  	 Http服务器启动中...
2018-05-10 10:37:36 	 [ INFO] 	 <httpserver.go:22>  	 Http服务器开始监听[9002]端口
2018-05-10 10:37:36 	 [ INFO] 	 <httpserver.go:23>  	 *********************************************
2018-05-10 10:37:48 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:63111]
2018-05-10 10:43:58 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:read tcp 127.0.0.1:62310->127.0.0.1:63111: i/o timeout
2018-05-10 10:43:58 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-05-10 10:43:58 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-05-10 10:45:48 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:63299]
2018-05-10 10:47:10 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:EOF
2018-05-10 10:47:10 	 [DEBUG] 	 <client.go:81>  	 EOFconnect offline
2018-05-10 10:47:10 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-05-10 10:47:10 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-05-10 10:47:18 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:63338]
2018-05-10 10:48:07 	 [DEBUG] 	 <protocol.go:136>  	 sock read error:EOF
2018-05-10 10:48:07 	 [DEBUG] 	 <client.go:81>  	 EOFconnect offline
